   ,DIST_CODE,DIST_NAME,CITY
864,230800,佳木斯市,佳木斯市
865,230801,市辖区,市辖区
866,230802,永红区,永红区
867,230803,向阳区,佳木斯市
868,230804,前进区,佳木斯市
869,230805,东风区,佳木斯市
870,230811,郊区,佳木斯市
871,230822,桦南县,佳木斯市
872,230826,桦川县,佳木斯市
873,230828,汤原县,佳木斯市
874,230833,抚远县,抚远县
875,230881,同江市,佳木斯市
876,230882,富锦市,佳木斯市
877,230883,抚远市,佳木斯市
878,230900,七台河市,七台河市
879,230901,市辖区,市辖区
880,230902,新兴区,七台河市
881,230903,桃山区,七台河市
882,230904,茄子河区,七台河市
883,230921,勃利县,七台河市
884,231000,牡丹江市,牡丹江市
885,231001,市辖区,市辖区
886,231002,东安区,牡丹江市
887,231003,阳明区,牡丹江市
888,231004,爱民区,牡丹江市
889,231005,西安区,牡丹江市
890,231024,东宁县,东宁县
891,231025,林口县,牡丹江市
892,231081,绥芬河市,牡丹江市
893,231083,海林市,牡丹江市
894,231084,宁安市,牡丹江市
895,231085,穆棱市,牡丹江市
896,231086,东宁市,牡丹江市
897,231100,黑河市,黑河市
898,231101,市辖区,市辖区
899,231102,爱辉区,黑河市
900,231121,嫩江县,黑河市
901,231123,逊克县,黑河市
902,231124,孙吴县,黑河市
903,231181,北安市,黑河市
904,231182,五大连池市,黑河市
905,231183,嫩江市,黑河市
906,231200,绥化市,绥化市
907,231201,市辖区,市辖区
908,231202,北林区,绥化市
909,231221,望奎县,绥化市
910,231222,兰西县,绥化市
911,231223,青冈县,绥化市
912,231224,庆安县,绥化市
913,231225,明水县,绥化市
914,231226,绥棱县,绥化市
915,231281,安达市,绥化市
916,231282,肇东市,绥化市
917,231283,海伦市,绥化市
918,232700,大兴安岭地区,大兴安岭地区
919,232701,漠河市,大兴安岭地区
920,232702,松岭区,松岭区
921,232703,新林区,新林区
922,232704,呼中区,呼中区
923,232721,呼玛县,大兴安岭地区
924,232722,塔河县,大兴安岭地区
925,232723,漠河县,大兴安岭地区
926,310000,上海市,上海市
927,310100,市辖区,市辖区
928,310101,黄浦区,上海市
929,310103,卢湾区,卢湾区
930,310104,徐汇区,上海市
931,310105,长宁区,上海市
932,310106,静安区,上海市
933,310107,普陀区,上海市
934,310108,闸北区,闸北区
935,310109,虹口区,上海市
936,310110,杨浦区,上海市
937,310112,闵行区,上海市
938,310113,宝山区,上海市
939,310114,嘉定区,上海市
940,310115,浦东新区,上海市
941,310116,金山区,上海市
942,310117,松江区,上海市
943,310118,青浦区,上海市
944,310119,南汇区,南汇区
945,310120,奉贤区,上海市
946,310151,崇明区,上海市
947,310200,县,县
948,310230,崇明县,崇明县
949,320000,江苏省,江苏省
950,320100,南京市,南京市
951,320101,市辖区,市辖区
952,320102,玄武区,南京市
953,320103,白下区,白下区
954,320104,秦淮区,南京市
955,320105,建邺区,南京市
956,320106,鼓楼区,南京市
957,320107,下关区,下关区
958,320111,浦口区,南京市
959,320113,栖霞区,南京市
960,320114,雨花台区,南京市
961,320115,江宁区,南京市
962,320116,六合区,南京市
963,320117,溧水区,南京市
964,320118,高淳区,南京市
965,320124,溧水县,溧水县
966,320125,高淳县,高淳县
967,320200,无锡市,无锡市
968,320201,市辖区,市辖区
969,320202,崇安区,崇安区
970,320203,南长区,南长区
971,320204,北塘区,北塘区
972,320205,锡山区,无锡市
973,320206,惠山区,无锡市
974,320211,滨湖区,无锡市
975,320213,梁溪区,无锡市
976,320214,新吴区,无锡市
977,320281,江阴市,无锡市
978,320282,宜兴市,无锡市
979,320300,徐州市,徐州市
980,320301,市辖区,市辖区
981,320302,鼓楼区,徐州市
982,320303,云龙区,徐州市
983,320304,九里区,九里区
984,320305,贾汪区,徐州市
985,320311,泉山区,徐州市
986,320312,铜山区,徐州市
987,320321,丰县,徐州市
988,320322,沛县,徐州市
989,320323,铜山县,铜山县
990,320324,睢宁县,徐州市
991,320381,新沂市,徐州市
992,320382,邳州市,徐州市
993,320400,常州市,常州市
994,320401,市辖区,市辖区
995,320402,天宁区,常州市
996,320404,钟楼区,常州市
997,320405,戚墅堰区,戚墅堰区
998,320411,新北区,常州市
999,320412,武进区,常州市
1000,320413,金坛区,常州市
1001,320481,溧阳市,常州市
1002,320482,金坛市,金坛市
1003,320500,苏州市,苏州市
1004,320501,市辖区,市辖区
1005,320502,沧浪区,沧浪区
1006,320503,平江区,平江区
1007,320504,金阊区,金阊区
1008,320505,虎丘区,苏州市
1009,320506,吴中区,苏州市
1010,320507,相城区,苏州市
1011,320508,姑苏区,苏州市
1012,320509,吴江区,苏州市
1013,320581,常熟市,苏州市
1014,320582,张家港市,苏州市
1015,320583,昆山市,苏州市
1016,320584,吴江市,吴江市
1017,320585,太仓市,苏州市
1018,320600,南通市,南通市
1019,320601,市辖区,市辖区
1020,320602,崇川区,南通市
1021,320611,港闸区,南通市
1022,320612,通州区,南通市
1023,320613,崇川区,南通市
1024,320614,海门区,南通市
1025,320621,海安县,南通市
1026,320623,如东县,南通市
1027,320681,启东市,南通市
1028,320682,如皋市,南通市
1029,320683,通州市,通州市
1030,320684,海门市,南通市
1031,320685,海安市,南通市
1032,320700,连云港市,连云港市
1033,320701,市辖区,市辖区
1034,320703,连云区,连云港市
1035,320705,新浦区,新浦区
1036,320706,海州区,连云港市
1037,320707,赣榆区,连云港市
1038,320721,赣榆县,赣榆县
1039,320722,东海县,连云港市
1040,320723,灌云县,连云港市
1041,320724,灌南县,连云港市
1042,320800,淮安市,淮安市
1043,320801,市辖区,市辖区
1044,320802,清河区,清河区
1045,320803,淮安区,淮安市
1046,320804,淮阴区,淮安市
1047,320811,清浦区,清浦区
1048,320812,清江浦区,淮安市
1049,320813,洪泽区,淮安市
1050,320826,涟水县,淮安市
1051,320829,洪泽县,洪泽县
1052,320830,盱眙县,淮安市
1053,320831,金湖县,淮安市
1054,320900,盐城市,盐城市
1055,320901,市辖区,市辖区
1056,320902,亭湖区,盐城市
1057,320903,盐都区,盐城市
1058,320904,大丰区,盐城市
1059,320921,响水县,盐城市
1060,320922,滨海县,盐城市
1061,320923,阜宁县,盐城市
1062,320924,射阳县,盐城市
1063,320925,建湖县,盐城市
1064,320981,东台市,盐城市
1065,320982,大丰市,大丰市
1066,321000,扬州市,扬州市
1067,321001,市辖区,市辖区
1068,321002,广陵区,扬州市
1069,321003,邗江区,扬州市
1070,321011,维扬区,维扬区
1071,321012,江都区,扬州市
1072,321023,宝应县,扬州市
1073,321081,仪征市,扬州市
1074,321084,高邮市,扬州市
1075,321088,江都市,江都市
1076,321100,镇江市,镇江市
1077,321101,市辖区,市辖区
1078,321102,京口区,镇江市
1079,321111,润州区,镇江市
1080,321112,丹徒区,镇江市
1081,321181,丹阳市,镇江市
1082,321182,扬中市,镇江市
1083,321183,句容市,镇江市
1084,321200,泰州市,泰州市
1085,321201,市辖区,市辖区
1086,321202,海陵区,泰州市
1087,321203,高港区,泰州市
1088,321204,姜堰区,泰州市
1089,321281,兴化市,泰州市
1090,321282,靖江市,泰州市
1091,321283,泰兴市,泰州市
1092,321284,姜堰市,姜堰市
1093,321300,宿迁市,宿迁市
1094,321301,市辖区,市辖区
1095,321302,宿城区,宿迁市
1096,321311,宿豫区,宿迁市
1097,321322,沭阳县,宿迁市
1098,321323,泗阳县,宿迁市
1099,321324,泗洪县,宿迁市
1100,330000,浙江省,浙江省
1101,330100,杭州市,杭州市
1102,330101,市辖区,市辖区
1103,330102,上城区,杭州市
1104,330103,下城区,杭州市
1105,330104,江干区,杭州市
1106,330105,拱墅区,杭州市
1107,330106,西湖区,杭州市
1108,330108,滨江区,杭州市
1109,330109,萧山区,杭州市
1110,330110,余杭区,杭州市
1111,330111,富阳区,杭州市
1112,330112,临安区,杭州市
1113,330122,桐庐县,杭州市
1114,330127,淳安县,杭州市
1115,330182,建德市,杭州市
1116,330183,富阳市,富阳市
1117,330185,临安市,临安市
1118,330200,宁波市,宁波市
1119,330201,市辖区,市辖区
1120,330203,海曙区,宁波市
1121,330204,江东区,江东区
1122,330205,江北区,宁波市
1123,330206,北仑区,宁波市
1124,330211,镇海区,宁波市
1125,330212,鄞州区,宁波市
1126,330213,奉化区,宁波市
1127,330225,象山县,宁波市
1128,330226,宁海县,宁波市
1129,330281,余姚市,宁波市
1130,330282,慈溪市,宁波市
1131,330283,奉化市,奉化市
1132,330300,温州市,温州市
1133,330301,市辖区,市辖区
1134,330302,鹿城区,温州市
1135,330303,龙湾区,温州市
1136,330304,瓯海区,温州市
1137,330305,洞头区,温州市
1138,330322,洞头县,洞头县
1139,330324,永嘉县,温州市
1140,330326,平阳县,温州市
1141,330327,苍南县,温州市
1142,330328,文成县,温州市
1143,330329,泰顺县,温州市
1144,330381,瑞安市,温州市
1145,330382,乐清市,温州市
1146,330383,龙港市,温州市
1147,330400,嘉兴市,嘉兴市
1148,330401,市辖区,市辖区
1149,330402,南湖区,嘉兴市
1150,330411,秀洲区,嘉兴市
1151,330421,嘉善县,嘉兴市
1152,330424,海盐县,嘉兴市
1153,330481,海宁市,嘉兴市
1154,330482,平湖市,嘉兴市
1155,330483,桐乡市,嘉兴市
1156,330500,湖州市,湖州市
1157,330501,市辖区,市辖区
1158,330502,吴兴区,湖州市
1159,330503,南浔区,湖州市
1160,330521,德清县,湖州市
1161,330522,长兴县,湖州市
1162,330523,安吉县,湖州市
1163,330600,绍兴市,绍兴市
1164,330601,市辖区,市辖区
1165,330602,越城区,绍兴市
1166,330603,柯桥区,绍兴市
1167,330604,上虞区,绍兴市
1168,330621,绍兴县,绍兴县
1169,330624,新昌县,绍兴市
1170,330681,诸暨市,绍兴市
1171,330682,上虞市,上虞市
1172,330683,嵊州市,绍兴市
1173,330700,金华市,金华市
1174,330701,市辖区,市辖区
1175,330702,婺城区,金华市
1176,330703,金东区,金华市
1177,330723,武义县,金华市
1178,330726,浦江县,金华市
1179,330727,磐安县,金华市
1180,330781,兰溪市,金华市
1181,330782,义乌市,金华市
1182,330783,东阳市,金华市
1183,330784,永康市,金华市
1184,330800,衢州市,衢州市
1185,330801,市辖区,市辖区
1186,330802,柯城区,衢州市
1187,330803,衢江区,衢州市
1188,330822,常山县,衢州市
1189,330824,开化县,衢州市
1190,330825,龙游县,衢州市
1191,330881,江山市,衢州市
1192,330900,舟山市,舟山市
1193,330901,市辖区,市辖区
1194,330902,定海区,舟山市
1195,330903,普陀区,舟山市
1196,330921,岱山县,舟山市
1197,330922,嵊泗县,舟山市
1198,331000,台州市,台州市
1199,331001,市辖区,市辖区
1200,331002,椒江区,台州市
1201,331003,黄岩区,台州市
1202,331004,路桥区,台州市
1203,331021,玉环县,玉环县
1204,331022,三门县,台州市
1205,331023,天台县,台州市
1206,331024,仙居县,台州市
1207,331081,温岭市,台州市
1208,331082,临海市,台州市
1209,331083,玉环市,台州市
1210,331100,丽水市,丽水市
1211,331101,市辖区,市辖区
1212,331102,莲都区,丽水市
1213,331121,青田县,丽水市
1214,331122,缙云县,丽水市
1215,331123,遂昌县,丽水市
1216,331124,松阳县,丽水市
1217,331125,云和县,丽水市
1218,331126,庆元县,丽水市
1219,331127,景宁畲族自治县,丽水市
1220,331181,龙泉市,丽水市
1221,340000,安徽省,安徽省
1222,340100,合肥市,合肥市
1223,340101,市辖区,市辖区
1224,340102,瑶海区,合肥市
1225,340103,庐阳区,合肥市
1226,340104,蜀山区,合肥市
1227,340111,包河区,合肥市
1228,340121,长丰县,合肥市
1229,340122,肥东县,合肥市
1230,340123,肥西县,合肥市
1231,340124,庐江县,合肥市
1232,340181,巢湖市,合肥市
1233,340200,芜湖市,芜湖市
1234,340201,市辖区,市辖区
1235,340202,镜湖区,芜湖市
1236,340203,弋江区,芜湖市
1237,340204,新芜区,新芜区
1238,340207,鸠江区,芜湖市
1239,340208,三山区,芜湖市
1240,340212,繁昌区,芜湖市
1241,340221,芜湖县,芜湖市
1242,340222,繁昌县,芜湖市
1243,340223,南陵县,芜湖市
1244,340225,无为县,芜湖市
1245,340281,无为市,芜湖市
1246,340300,蚌埠市,蚌埠市
1247,340301,市辖区,市辖区
1248,340302,龙子湖区,蚌埠市
1249,340303,蚌山区,蚌埠市
1250,340304,禹会区,蚌埠市
1251,340311,淮上区,蚌埠市
1252,340321,怀远县,蚌埠市
1253,340322,五河县,蚌埠市
1254,340323,固镇县,蚌埠市
1255,340400,淮南市,淮南市
1256,340401,市辖区,市辖区
1257,340402,大通区,淮南市
1258,340403,田家庵区,淮南市
1259,340404,谢家集区,淮南市
1260,340405,八公山区,淮南市
1261,340406,潘集区,淮南市
1262,340421,凤台县,淮南市
1263,340422,寿县,淮南市
1264,340500,马鞍山市,马鞍山市
1265,340501,市辖区,市辖区
1266,340502,金家庄区,金家庄区
1267,340503,花山区,马鞍山市
1268,340504,雨山区,马鞍山市
1269,340506,博望区,马鞍山市
1270,340521,当涂县,马鞍山市
1271,340522,含山县,马鞍山市
1272,340523,和县,马鞍山市
1273,340600,淮北市,淮北市
1274,340601,市辖区,市辖区
1275,340602,杜集区,淮北市
1276,340603,相山区,淮北市
1277,340604,烈山区,淮北市
1278,340621,濉溪县,淮北市
1279,340700,铜陵市,铜陵市
1280,340701,市辖区,市辖区
1281,340702,铜官山区,铜官山区
1282,340703,狮子山区,狮子山区
1283,340705,铜官区,铜陵市
1284,340706,义安区,铜陵市
1285,340711,郊区,铜陵市
1286,340721,铜陵县,铜陵县
1287,340722,枞阳县,铜陵市
1288,340800,安庆市,安庆市
1289,340801,市辖区,市辖区
1290,340802,迎江区,安庆市
1291,340803,大观区,安庆市
1292,340811,宜秀区,安庆市
1293,340822,怀宁县,安庆市
1294,340823,枞阳县,枞阳县
1295,340824,潜山县,安庆市
1296,340825,太湖县,安庆市
1297,340826,宿松县,安庆市
1298,340827,望江县,安庆市
1299,340828,岳西县,安庆市
1300,340881,桐城市,安庆市
1301,340882,潜山市,安庆市
1302,341000,黄山市,黄山市
1303,341001,市辖区,市辖区
1304,341002,屯溪区,黄山市
1305,341003,黄山区,黄山市
1306,341004,徽州区,黄山市
1307,341021,歙县,黄山市
1308,341022,休宁县,黄山市
1309,341023,黟县,黄山市
1310,341024,祁门县,黄山市
1311,341100,滁州市,滁州市
1312,341101,市辖区,市辖区
1313,341102,琅琊区,滁州市
1314,341103,南谯区,滁州市
1315,341122,来安县,滁州市
1316,341124,全椒县,滁州市
1317,341125,定远县,滁州市
1318,341126,凤阳县,滁州市
1319,341181,天长市,滁州市
1320,341182,明光市,滁州市
1321,341200,阜阳市,阜阳市
1322,341201,市辖区,市辖区
1323,341202,颍州区,阜阳市
1324,341203,颍东区,阜阳市
1325,341204,颍泉区,阜阳市
1326,341221,临泉县,阜阳市
1327,341222,太和县,阜阳市
1328,341225,阜南县,阜阳市
1329,341226,颍上县,阜阳市
1330,341282,界首市,阜阳市
1331,341300,宿州市,宿州市
1332,341301,市辖区,市辖区
1333,341302,埇桥区,宿州市
1334,341321,砀山县,宿州市
1335,341322,萧县,宿州市
1336,341323,灵璧县,宿州市
1337,341324,泗县,宿州市
1338,341400,巢湖市,巢湖市
1339,341402,居巢区,居巢区
1340,341421,庐江县,庐江县
1341,341422,无为县,无为县
1342,341423,含山县,含山县
1343,341424,和县,和县
1344,341500,六安市,六安市
1345,341501,市辖区,市辖区
1346,341502,金安区,六安市
1347,341503,裕安区,六安市
1348,341504,叶集区,六安市
1349,341521,寿县,寿县
1350,341522,霍邱县,六安市
1351,341523,舒城县,六安市
1352,341524,金寨县,六安市
1353,341525,霍山县,六安市
1354,341600,亳州市,亳州市
1355,341601,市辖区,市辖区
1356,341602,谯城区,亳州市
1357,341621,涡阳县,亳州市
1358,341622,蒙城县,亳州市
1359,341623,利辛县,亳州市
1360,341700,池州市,池州市
1361,341701,市辖区,市辖区
1362,341702,贵池区,池州市
1363,341721,东至县,池州市
1364,341722,石台县,池州市
1365,341723,青阳县,池州市
1366,341800,宣城市,宣城市
1367,341801,市辖区,市辖区
1368,341802,宣州区,宣城市
1369,341821,郎溪县,宣城市
1370,341822,广德县,宣城市
1371,341823,泾县,宣城市
1372,341824,绩溪县,宣城市
1373,341825,旌德县,宣城市
1374,341881,宁国市,宣城市
1375,341882,广德市,宣城市
1376,350000,福建省,福建省
1377,350100,福州市,福州市
1378,350101,市辖区,市辖区
1379,350102,鼓楼区,福州市
1380,350103,台江区,福州市
1381,350104,仓山区,福州市
1382,350105,马尾区,福州市
1383,350111,晋安区,福州市
1384,350112,长乐区,福州市
1385,350121,闽侯县,福州市
1386,350122,连江县,福州市
1387,350123,罗源县,福州市
1388,350124,闽清县,福州市
1389,350125,永泰县,福州市
1390,350128,平潭县,福州市
1391,350181,福清市,福州市
1392,350182,长乐市,长乐市
1393,350200,厦门市,厦门市
1394,350201,市辖区,市辖区
1395,350203,思明区,厦门市
1396,350205,海沧区,厦门市
1397,350206,湖里区,厦门市
1398,350211,集美区,厦门市
1399,350212,同安区,厦门市
1400,350213,翔安区,厦门市
1401,350300,莆田市,莆田市
1402,350301,市辖区,市辖区
1403,350302,城厢区,莆田市
1404,350303,涵江区,莆田市
1405,350304,荔城区,莆田市
1406,350305,秀屿区,莆田市
1407,350322,仙游县,莆田市
1408,350400,三明市,三明市
1409,350401,市辖区,市辖区
1410,350402,梅列区,三明市
1411,350403,三元区,三明市
1412,350421,明溪县,三明市
1413,350423,清流县,三明市
1414,350424,宁化县,三明市
1415,350425,大田县,三明市
1416,350426,尤溪县,三明市
1417,350427,沙县,三明市
1418,350428,将乐县,三明市
1419,350429,泰宁县,三明市
1420,350430,建宁县,三明市
1421,350481,永安市,三明市
1422,350500,泉州市,泉州市
1423,350501,市辖区,市辖区
1424,350502,鲤城区,泉州市
1425,350503,丰泽区,泉州市
1426,350504,洛江区,泉州市
1427,350505,泉港区,泉州市
1428,350521,惠安县,泉州市
1429,350524,安溪县,泉州市
1430,350525,永春县,泉州市
1431,350526,德化县,泉州市
1432,350527,金门县,泉州市
1433,350581,石狮市,泉州市
1434,350582,晋江市,泉州市
1435,350583,南安市,泉州市
1436,350600,漳州市,漳州市
1437,350601,市辖区,市辖区
1438,350602,芗城区,漳州市
1439,350603,龙文区,漳州市
1440,350622,云霄县,漳州市
1441,350623,漳浦县,漳州市
1442,350624,诏安县,漳州市
1443,350625,长泰县,漳州市
1444,350626,东山县,漳州市
1445,350627,南靖县,漳州市
1446,350628,平和县,漳州市
1447,350629,华安县,漳州市
1448,350681,龙海市,漳州市
1449,350700,南平市,南平市
1450,350701,市辖区,市辖区
1451,350702,延平区,南平市
1452,350703,建阳区,南平市
1453,350721,顺昌县,南平市
1454,350722,浦城县,南平市
1455,350723,光泽县,南平市
1456,350724,松溪县,南平市
1457,350725,政和县,南平市
1458,350781,邵武市,南平市
1459,350782,武夷山市,南平市
1460,350783,建瓯市,南平市
1461,350784,建阳市,建阳市
1462,350800,龙岩市,龙岩市
1463,350801,市辖区,市辖区
1464,350802,新罗区,龙岩市
1465,350803,永定区,龙岩市
1466,350821,长汀县,龙岩市
1467,350822,永定县,永定县
1468,350823,上杭县,龙岩市
1469,350824,武平县,龙岩市
1470,350825,连城县,龙岩市
1471,350881,漳平市,龙岩市
1472,350900,宁德市,宁德市
1473,350901,市辖区,市辖区
1474,350902,蕉城区,宁德市
1475,350921,霞浦县,宁德市
1476,350922,古田县,宁德市
1477,350923,屏南县,宁德市
1478,350924,寿宁县,宁德市
1479,350925,周宁县,宁德市
1480,350926,柘荣县,宁德市
1481,350981,福安市,宁德市
1482,350982,福鼎市,宁德市
1483,360000,江西省,江西省
1484,360021,上饶县,上饶县
1485,360100,南昌市,南昌市
1486,360101,市辖区,市辖区
1487,360102,东湖区,南昌市
1488,360103,西湖区,南昌市
1489,360104,青云谱区,南昌市
1490,360105,湾里区,南昌市
1491,360111,青山湖区,南昌市
1492,360112,新建区,南昌市
1493,360113,红谷滩区,南昌市
1494,360121,南昌县,南昌市
1495,360122,新建县,新建县
1496,360123,安义县,南昌市
1497,360124,进贤县,南昌市
1498,360200,景德镇市,景德镇市
1499,360201,市辖区,市辖区
1500,360202,昌江区,景德镇市
1501,360203,珠山区,景德镇市
1502,360222,浮梁县,景德镇市
1503,360281,乐平市,景德镇市
1504,360300,萍乡市,萍乡市
1505,360301,市辖区,市辖区
1506,360302,安源区,萍乡市
1507,360313,湘东区,萍乡市
1508,360321,莲花县,萍乡市
1509,360322,上栗县,萍乡市
1510,360323,芦溪县,萍乡市
1511,360400,九江市,九江市
1512,360401,市辖区,市辖区
1513,360402,濂溪区,九江市
1514,360403,浔阳区,九江市
1515,360404,柴桑区,九江市
1516,360421,九江县,九江县
1517,360423,武宁县,九江市
1518,360424,修水县,九江市
1519,360425,永修县,九江市
1520,360426,德安县,九江市
1521,360427,星子县,星子县
1522,360428,都昌县,九江市
1523,360429,湖口县,九江市
1524,360430,彭泽县,九江市
1525,360481,瑞昌市,九江市
1526,360482,共青城市,九江市
1527,360483,庐山市,九江市
1528,360500,新余市,新余市
1529,360501,市辖区,市辖区
1530,360502,渝水区,新余市
1531,360521,分宜县,新余市
1532,360600,鹰潭市,鹰潭市
1533,360601,市辖区,市辖区
1534,360602,月湖区,鹰潭市
1535,360603,余江区,鹰潭市
1536,360622,余江县,鹰潭市
1537,360681,贵溪市,鹰潭市
1538,360700,赣州市,赣州市
1539,360701,市辖区,市辖区
1540,360702,章贡区,赣州市
1541,360703,南康区,赣州市
1542,360704,赣县区,赣州市
1543,360721,赣县,赣县
1544,360722,信丰县,赣州市
1545,360723,大余县,赣州市
1546,360724,上犹县,赣州市
1547,360725,崇义县,赣州市
1548,360726,安远县,赣州市
1549,360727,龙南县,赣州市
1550,360728,定南县,赣州市
1551,360729,全南县,赣州市
1552,360730,宁都县,赣州市
1553,360731,于都县,赣州市
1554,360732,兴国县,赣州市
1555,360733,会昌县,赣州市
1556,360734,寻乌县,赣州市
1557,360735,石城县,赣州市
1558,360781,瑞金市,赣州市
1559,360782,南康市,南康市
1560,360783,龙南市,赣州市
1561,360800,吉安市,吉安市
1562,360801,市辖区,市辖区
1563,360802,吉州区,吉安市
1564,360803,青原区,吉安市
1565,360821,吉安县,吉安市
1566,360822,吉水县,吉安市
1567,360823,峡江县,吉安市
1568,360824,新干县,吉安市
1569,360825,永丰县,吉安市
1570,360826,泰和县,吉安市
1571,360827,遂川县,吉安市
1572,360828,万安县,吉安市
1573,360829,安福县,吉安市
1574,360830,永新县,吉安市
1575,360881,井冈山市,吉安市
1576,360900,宜春市,宜春市
1577,360901,市辖区,市辖区
1578,360902,袁州区,宜春市
1579,360921,奉新县,宜春市
1580,360922,万载县,宜春市
1581,360923,上高县,宜春市
1582,360924,宜丰县,宜春市
1583,360925,靖安县,宜春市
1584,360926,铜鼓县,宜春市
1585,360981,丰城市,宜春市
1586,360982,樟树市,宜春市
1587,360983,高安市,宜春市
1588,361000,抚州市,抚州市
1589,361001,市辖区,市辖区
1590,361002,临川区,抚州市
1591,361003,东乡区,抚州市
1592,361021,南城县,抚州市
1593,361022,黎川县,抚州市
1594,361023,南丰县,抚州市
1595,361024,崇仁县,抚州市
1596,361025,乐安县,抚州市
1597,361026,宜黄县,抚州市
1598,361027,金溪县,抚州市
1599,361028,资溪县,抚州市
1600,361029,东乡县,东乡县
1601,361030,广昌县,抚州市
1602,361100,上饶市,上饶市
1603,361101,市辖区,市辖区
1604,361102,信州区,上饶市
1605,361103,广丰区,上饶市
1606,361104,广信区,上饶市
1607,361121,上饶县,上饶市
1608,361122,广丰县,广丰县
1609,361123,玉山县,上饶市
1610,361124,铅山县,上饶市
1611,361125,横峰县,上饶市
1612,361126,弋阳县,上饶市
1613,361127,余干县,上饶市
1614,361128,鄱阳县,上饶市
1615,361129,万年县,上饶市
1616,361130,婺源县,上饶市
1617,361181,德兴市,上饶市
1618,370000,山东省,山东省
1619,370100,济南市,济南市
1620,370101,市辖区,市辖区
1621,370102,历下区,济南市
1622,370103,市中区,济南市
1623,370104,槐荫区,济南市
1624,370105,天桥区,济南市
1625,370112,历城区,济南市
1626,370113,长清区,济南市
1627,370114,章丘区,济南市
1628,370115,济阳区,济南市
1629,370116,莱芜区,济南市
1630,370117,钢城区,济南市
1631,370124,平阴县,济南市
1632,370125,济阳县,济南市
1633,370126,商河县,济南市
1634,370181,章丘市,章丘市
1635,370200,青岛市,青岛市
1636,370201,市辖区,市辖区
1637,370202,市南区,青岛市
1638,370203,市北区,青岛市
1639,370205,四方区,四方区
1640,370211,黄岛区,青岛市
1641,370212,崂山区,青岛市
1642,370213,李沧区,青岛市
1643,370214,城阳区,青岛市
1644,370215,即墨区,青岛市
1645,370281,胶州市,青岛市
1646,370282,即墨市,即墨市
1647,370283,平度市,青岛市
1648,370284,胶南市,胶南市
1649,370285,莱西市,青岛市
1650,370300,淄博市,淄博市
1651,370301,市辖区,市辖区
1652,370302,淄川区,淄博市
1653,370303,张店区,淄博市
1654,370304,博山区,淄博市
1655,370305,临淄区,淄博市
1656,370306,周村区,淄博市
1657,370321,桓台县,淄博市
1658,370322,高青县,淄博市
1659,370323,沂源县,淄博市
1660,370400,枣庄市,枣庄市
1661,370401,市辖区,市辖区
1662,370402,市中区,枣庄市
1663,370403,薛城区,枣庄市
1664,370404,峄城区,枣庄市
1665,370405,台儿庄区,枣庄市
1666,370406,山亭区,枣庄市
1667,370481,滕州市,枣庄市
1668,370500,东营市,东营市
1669,370501,市辖区,市辖区
1670,370502,东营区,东营市
1671,370503,河口区,东营市
1672,370505,垦利区,东营市
1673,370521,垦利县,垦利县
1674,370522,利津县,东营市
1675,370523,广饶县,东营市
1676,370600,烟台市,烟台市
1677,370601,市辖区,市辖区
1678,370602,芝罘区,烟台市
1679,370611,福山区,烟台市
1680,370612,牟平区,烟台市
1681,370613,莱山区,烟台市
1682,370614,蓬莱区,烟台市
1683,370634,长岛县,烟台市
1684,370681,龙口市,烟台市
1685,370682,莱阳市,烟台市
1686,370683,莱州市,烟台市
1687,370684,蓬莱市,烟台市
1688,370685,招远市,烟台市
1689,370686,栖霞市,烟台市
1690,370687,海阳市,烟台市
1691,370700,潍坊市,潍坊市
1692,370701,市辖区,市辖区
1693,370702,潍城区,潍坊市
1694,370703,寒亭区,潍坊市
1695,370704,坊子区,潍坊市
1696,370705,奎文区,潍坊市
1697,370724,临朐县,潍坊市
1698,370725,昌乐县,潍坊市
1699,370781,青州市,潍坊市
1700,370782,诸城市,潍坊市
1701,370783,寿光市,潍坊市
1702,370784,安丘市,潍坊市
1703,370785,高密市,潍坊市
1704,370786,昌邑市,潍坊市
1705,370800,济宁市,济宁市
1706,370801,市辖区,市辖区
1707,370802,市中区,市中区
1708,370811,任城区,济宁市
1709,370812,兖州区,济宁市
1710,370826,微山县,济宁市
1711,370827,鱼台县,济宁市
1712,370828,金乡县,济宁市
1713,370829,嘉祥县,济宁市
1714,370830,汶上县,济宁市
1715,370831,泗水县,济宁市
1716,370832,梁山县,济宁市
1717,370881,曲阜市,济宁市
1718,370882,兖州市,兖州市
1719,370883,邹城市,济宁市
1720,370900,泰安市,泰安市
1721,370901,市辖区,市辖区
1722,370902,泰山区,泰安市
1723,370903,岱岳区,岱岳区
1724,370911,岱岳区,泰安市
1725,370921,宁阳县,泰安市
1726,370923,东平县,泰安市
1727,370982,新泰市,泰安市
1728,370983,肥城市,泰安市
1729,371000,威海市,威海市
1730,371001,市辖区,市辖区
1731,371002,环翠区,威海市
1732,371003,文登区,威海市
1733,371081,文登市,文登市
1734,371082,荣成市,威海市
1735,371083,乳山市,威海市
1736,371100,日照市,日照市
1737,371101,市辖区,市辖区
1738,371102,东港区,日照市
1739,371103,岚山区,日照市
1740,371121,五莲县,日照市
1741,371122,莒县,日照市
1742,371200,莱芜市,莱芜市
1743,371201,市辖区,市辖区
1744,371202,莱城区,莱芜市
1745,371203,钢城区,莱芜市
